DOI,Title,Creators
10.7910/dvn/1wzcea/icnul3,cbq_ms_q5_s.R,Xiao Lu
10.7910/dvn/669z5l/kbdivo,ReplicationRCode.zip,Thomas König; Moritz Marbach; Moritz Osnabrügge
10.7910/dvn/csx1vl/0yo7jr,FigureA13a.pdf,Thomas König; Guido Ropers; Anika Buchmann
10.7910/dvn/kps1ky/509ghl,silva_recode_attitudes.do,Alexander Wuttke; Christian Schimpf; Harald Schoen
10.7910/dvn/1wzcea/pnmjwi,cbq_binary_q5.stan,Xiao Lu
10.7910/dvn/1wzcea/izjzxr,cbq_binary_function.R,Xiao Lu
10.7910/dvn/mb2uku/jhusei,analysis_biw_voting_precinct_level_ri.R,Kai Jäger
10.7910/dvn/kps1ky/v8mf2r,silva_master.do,Alexander Wuttke; Christian Schimpf; Harald Schoen
10.7910/dvn/nhsjmj/phzrzr,replication_backlash_ACDE_secular_christians.R,Richard Traunmueller
10.7910/dvn/1wzcea/gj3mil,cbq_binary_q4.stan,Xiao Lu
10.7910/dvn/1wzcea/gjr1c1,cbq_binary_q7.RData,Xiao Lu
10.7910/dvn/jbogc9/fr09mu,2019_6_5_analyses_price_effects.log,Andreas Gerster; Manuel Frondel; Colin Vance
10.7910/dvn/pgfoxw/dqg5qt,SecretPolicedata.tab,Adam Scharpf; Christian Gläßel
10.7910/dvn/kps1ky/emipjc,FIGURE_2_TIFF_GLES_Schulz_Scale_Relationship_Aggregations_SingleDimensions.tiff,Alexander Wuttke; Christian Schimpf; Harald Schoen
10.7910/dvn/kps1ky/hwkiug,ZA6802_q.pdf,Alexander Wuttke; Christian Schimpf; Harald Schoen
10.7910/dvn/jbogc9/kjfb4s,0_master.do,Andreas Gerster; Manuel Frondel; Colin Vance
10.7910/dvn/gec2ls/gehfeo,F14964AE,Lucas Leemann; Richard Traunmueller; Lukas F. Stoetzer
10.7910/dvn/1wzcea/fsrwae,master_distributions.R,Xiao Lu
10.7910/dvn/kps1ky/ptdusk,WELCOME,Alexander Wuttke; Christian Schimpf; Harald Schoen
10.7910/dvn/lxmyv6/rvxlfz,ReadMe.pdf,Kurt Schmidheiny; Siegloch Sebastian
10.7910/dvn/1wzcea/wouhq4,cbq_ms_q6.R,Xiao Lu
10.7910/dvn/gec2ls/nyjezi,"PA_add_on_survey_Trump_May2020_May+4,+2020_11.32.tab",Lucas Leemann; Richard Traunmueller; Lukas F. Stoetzer
10.7910/dvn/nhsjmj/jgcwat,ACDE_radical_christians.csv,Richard Traunmueller
10.7910/dvn/gec2ls/7wmfl3,00_a_RUN THIS FILE.R,Lucas Leemann; Richard Traunmueller; Lukas F. Stoetzer
10.7910/dvn/1wzcea/gkxcwa,cbq_leg_q5.R,Xiao Lu
10.7910/dvn/nhsjmj/3ds4my,sensitivity_rho.csv,Richard Traunmueller
10.7910/dvn/1wzcea/lugbou,cbq4.0_q2.stan,Xiao Lu
10.7910/dvn/kps1ky/loebda,recode_manual_sartorian.do,Alexander Wuttke; Christian Schimpf; Harald Schoen
10.7910/dvn/nhsjmj/hx8viu,ACME_radical_christians.csv,Richard Traunmueller
10.7910/dvn/gec2ls/jivhsf,Tab_A3.tex,Lucas Leemann; Richard Traunmueller; Lukas F. Stoetzer
10.7910/dvn/gec2ls/y4ygak,fun_electbeleifs_MLE.R,Lucas Leemann; Richard Traunmueller; Lukas F. Stoetzer
10.7910/dvn/nhsjmj/2j8m2b,table_S5_outcome_equation.csv,Richard Traunmueller
10.7910/dvn/1wzcea/cy6gbn,cbq_ms_q2_s.R,Xiao Lu
10.7910/dvn/1wzcea/ecfzvo,figure5_appendix.pdf,Xiao Lu
10.7910/dvn/gec2ls/yyr00w,workbench-pane.pper,Lucas Leemann; Richard Traunmueller; Lukas F. Stoetzer
10.7910/dvn/mltzie/sauvxu,figure a2.do,Orit Kedar; Liran Harsgor; Or Tuttnauer
10.7910/dvn/kps1ky/0do8mc,gles_master.do,Alexander Wuttke; Christian Schimpf; Harald Schoen
10.7910/dvn/669z5l/bia6an,posterior_mcss.tab,Thomas König; Moritz Marbach; Moritz Osnabrügge
10.7910/dvn/a48jp7/exhmkj,DATA_RS.dat,Emmy Lindstam; Matthias Mader; Harald Schoen
10.7910/dvn/azfhyn/td5ctl,Data_figure_2.tab,Christian Gläßel; Katrin Paula
10.7910/dvn/1wzcea/joe3lv,cbq4.0_q1.stan,Xiao Lu
10.7910/dvn/nhsjmj/08c8fq,figure_6.pdf,Richard Traunmueller
10.7910/dvn/csx1vl/3o69x0,TableA3.tex,Thomas König; Guido Ropers; Anika Buchmann
10.7910/dvn/kps1ky/mbntcx,recode_attitudes.do,Alexander Wuttke; Christian Schimpf; Harald Schoen
10.7910/dvn/cy7ywe/nqfjr6,SI_FigC.1.2.pdf,Sebastian Juhl
10.7910/dvn/jbogc9,Replication Code for: The Power of Mandatory Quality Disclosure: Evidence from the German Housing Market,Andreas Gerster; Manuel Frondel; Colin Vance
10.7910/dvn/kps1ky/vnkoax,renv.rdb,Alexander Wuttke; Christian Schimpf; Harald Schoen
10.7910/dvn/nhsjmj/vkz2so,replication_backlash_figure_8F.R,Richard Traunmueller
10.7910/dvn/ony6wj,Replication Data for: Computing quantities of interest and their uncertainty using Bayesian simulation,Andreas Murr; Richard Traunmueller; Jeff Gill
10.7910/dvn/1wzcea/50pcmi,source.R,Xiao Lu
10.7910/dvn/nhsjmj/p9bae6,replication_backlash_imputations.R,Richard Traunmueller
10.7910/dvn/gec2ls/galt2p,Tab_A6_d.tex,Lucas Leemann; Richard Traunmueller; Lukas F. Stoetzer
10.7910/dvn/lh8tgd,Replication Data for: Management Practices and Climate Policy in China,Yong Soo Keong; Ulrich J. Wagner; Peiyao Liu; Laure de Preux; Mirabelle Muûls; Ralf Martin; Jing Cao
10.7910/dvn/1wzcea/4o1hqx,cbq_binary_q6.stan,Xiao Lu
10.7910/dvn/kps1ky/ximttn,populism_touched_PLUS_SCHULZ.tab,Alexander Wuttke; Christian Schimpf; Harald Schoen
10.7910/dvn/nvkq5v,"Reproduction files for: The European refugee crisis, party competition, and voters’ responses in Germany",Matthias Mader
10.7910/dvn/kps1ky/agluow,recode_goertz_akker.do,Alexander Wuttke; Christian Schimpf; Harald Schoen
10.7910/dvn/1wzcea/hv4t7g,cbq_binary_q3.stan,Xiao Lu
10.7910/dvn/nhsjmj/ngytcf,replication_backlash_figure_7D.R,Richard Traunmueller
10.7910/dvn/cy7ywe/nxumw7,REPRODUCING.md,Sebastian Juhl
10.7910/dvn/kps1ky/93styo,faq.html,Alexander Wuttke; Christian Schimpf; Harald Schoen
10.7910/dvn/gec2ls/b6cgls,Prior_Elicitation_Nachtrag_Quantile.tab,Lucas Leemann; Richard Traunmueller; Lukas F. Stoetzer
10.7910/dvn/kps1ky/vq3qng,R_simulation_appendix_S8.R,Alexander Wuttke; Christian Schimpf; Harald Schoen
10.7910/dvn/kps1ky/ohnlyw,collaborating.Rmd,Alexander Wuttke; Christian Schimpf; Harald Schoen
10.7910/dvn/nhsjmj/pjqkuc,ACME_radical_muslims.csv,Richard Traunmueller
10.7910/dvn/1wzcea/ml8d6e,figure3_appendix.pdf,Xiao Lu
10.7910/dvn/kps1ky/ik2ac4,renv_Wuttkeetal2019.lock,Alexander Wuttke; Christian Schimpf; Harald Schoen
10.7910/dvn/csx1vl/bbbfpr,TableA1.tex,Thomas König; Guido Ropers; Anika Buchmann
10.7910/dvn/kps1ky/tbyxpm,ZA6802_en_v3-0-1_en.tab,Alexander Wuttke; Christian Schimpf; Harald Schoen
10.7910/dvn/csx1vl/dnpove,.Rhistory,Thomas König; Guido Ropers; Anika Buchmann
10.7910/dvn/1wzcea/bak6hd,cbq_vote_AN_q1.R,Xiao Lu
10.7910/dvn/mltzie/cfbkaf,readme.docx,Orit Kedar; Liran Harsgor; Or Tuttnauer
10.7910/dvn/mb2uku/1wkhmu,biw_voting_precinct_level.tab,Kai Jäger
10.7910/dvn/nhsjmj/z85aln,ACDE_muslim_natives.csv,Richard Traunmueller
10.7910/dvn/nhsjmj/1yylc5,.Rhistory,Richard Traunmueller
10.7910/dvn/kps1ky/dkwvmf,R.css,Alexander Wuttke; Christian Schimpf; Harald Schoen
10.7910/dvn/pls50o/vq7p4w,master.do,Shaun Bowler; Thomas Gschwend; Indridi Indridason
10.7910/dvn/mltzie/ingcau,KHT_countrylevel.tab,Orit Kedar; Liran Harsgor; Or Tuttnauer
10.7910/dvn/kps1ky/cmasry,recode_bollen.do,Alexander Wuttke; Christian Schimpf; Harald Schoen
10.7910/dvn/nvkq5v/lmgo8h,04_Figure3.do,Matthias Mader
10.7910/dvn/mb2uku/ncxus6,afd_voting_individual_level.tab,Kai Jäger
10.7910/dvn/1wzcea/w1wegu,figure3_2.pdf,Xiao Lu
10.7910/dvn/csx1vl/nzscag,FigureA6a.pdf,Thomas König; Guido Ropers; Anika Buchmann
10.7910/dvn/cy7ywe/jnacab,SI_FigC.5.1.pdf,Sebastian Juhl
10.7910/dvn/lzhtbe,"Replication Data for ""Grist to the Mill of Subversion: Strikes and Coups in Counterinsurgencies""",Adam Scharpf; Christian Gläßel; Belén González
10.7910/dvn/1wzcea/d3h2wy,cbq_vote_q6.RData,Xiao Lu
10.7910/dvn/kps1ky/k2542j,readme-1.rtf,Alexander Wuttke; Christian Schimpf; Harald Schoen
10.7910/dvn/nhsjmj/tdjzgd,replication_backlash_vote.R,Richard Traunmueller
10.7910/dvn/kps1ky/kmynsx,ZA6802_en_missing.do,Alexander Wuttke; Christian Schimpf; Harald Schoen
10.7910/dvn/frek34,Replication data for: The strategic nature of compliance: An empirical evaluation of law implementation in the central monitoring system of the EU,Thomas König; Lars Mäder
10.7910/dvn/kps1ky/amyxf8,docker.html,Alexander Wuttke; Christian Schimpf; Harald Schoen
10.7910/dvn/frek34/vcvxlv,koenigmaeder_strategiccompliance_ajps.R,Thomas König; Lars Mäder
10.7910/dvn/kps1ky/fcdouq,NEWS.md,Alexander Wuttke; Christian Schimpf; Harald Schoen
10.7910/dvn/1wzcea/hg5v5z,cbq4.0_q5.stan,Xiao Lu
10.7910/dvn/nhsjmj/mkri0b,replication_backlash_master.R,Richard Traunmueller
10.7910/dvn/1wzcea/a4kca5,cbq_vote_AN_q2_s.R,Xiao Lu
10.7910/dvn/nhsjmj/dy1wbb,replication_backlash_main_models.R,Richard Traunmueller
10.7910/dvn/nhsjmj/vmflmq,replication_backlash_christian_natives.R,Richard Traunmueller
10.7910/dvn/nhsjmj/b1uaqc,replication_backlash_figure_8E.R,Richard Traunmueller
10.7910/dvn/nhsjmj/zj8gjz,ACDE_christian_immigrants.csv,Richard Traunmueller
10.7910/dvn/csx1vl/qefbqh,readme.txt,Thomas König; Guido Ropers; Anika Buchmann
10.7910/dvn/7qne9o/1hkn99,Codebook.pdf,Will Lowe; Kenneth Benoit; Slava Mikhaylov; Michael Laver
10.7910/dvn/1wzcea/afpo5z,cbq_binary_q1.stan,Xiao Lu
10.7910/dvn/kps1ky/wfytim,local-sources.html,Alexander Wuttke; Christian Schimpf; Harald Schoen
10.7910/dvn/1wzcea/r4da9u,cbq_ms_q1.R,Xiao Lu
10.7910/dvn/csx1vl/jkrxsf,FigureA10a.pdf,Thomas König; Guido Ropers; Anika Buchmann
10.7910/dvn/1wzcea/3nsu9q,substantive_interpret_leg.R,Xiao Lu
10.7910/dvn/jbogc9/o6dsvp,3_2_panel_graphs.do,Andreas Gerster; Manuel Frondel; Colin Vance
10.7910/dvn/dgoqwh,Replication Data for: Spoilers of peace: Pro-government militias as risk factors for conflict recurrence,Sabine C. Carey; Christoph Steinert; Janina Steinert
10.7910/dvn/azfhyn/b6krpb,Codebook_Data_figure_SI_61.pdf,Christian Gläßel; Katrin Paula
10.7910/dvn/nhsjmj/qzp0tm,figure_S5.pdf,Richard Traunmueller
10.7910/dvn/kps1ky/min1nt,silva_labelling.do,Alexander Wuttke; Christian Schimpf; Harald Schoen
10.7910/dvn/dgoqwh/idd6aa,Dataset_2.tab,Sabine C. Carey; Christoph Steinert; Janina Steinert
10.7910/dvn/kps1ky/hf5wrt,10002_mr_en_v1_0.pdf,Alexander Wuttke; Christian Schimpf; Harald Schoen
10.7910/dvn/nhsjmj/bwcmra,ACDE_secular_christians.csv,Richard Traunmueller
10.7910/dvn/nhsjmj/npood9,figure_7A.pdf,Richard Traunmueller
10.7910/dvn/azfhyn/hqyshk,Codebook_Censorship.pdf,Christian Gläßel; Katrin Paula
10.7910/dvn/gec2ls/mdlkvr,99B082DA,Lucas Leemann; Richard Traunmueller; Lukas F. Stoetzer
10.7910/dvn/nhsjmj/glz92c,describe_sample_N.csv,Richard Traunmueller
10.7910/dvn/mb2uku/roywg1,analysis_survey.do,Kai Jäger
10.7910/dvn/gapiqo,Replication Data for: Wheeling and Dealing Behind Closed Doors: Estimating the Causal Effect of Transparency on Policy Evaluations Using a Survey Experiment,Sebastian Juhl; David Hilpert
10.7910/dvn/gec2ls/l8hasc,Prior_Elicitation_2503_asymmetric.tab,Lucas Leemann; Richard Traunmueller; Lukas F. Stoetzer
10.7910/dvn/ffuwsf,Replication Data for: Terrorism and Immigration Policy Preferences,Marc Helbling
10.7910/dvn/gec2ls/x4pm86,Tab_A9_b.tex,Lucas Leemann; Richard Traunmueller; Lukas F. Stoetzer
10.7910/dvn/nhsjmj/cbjool,replication_backlash_muslim_immigrants.R,Richard Traunmueller
10.7910/dvn/kps1ky/rtqaa7,index.html,Alexander Wuttke; Christian Schimpf; Harald Schoen
10.7910/dvn/kps1ky/daozla,links.rds,Alexander Wuttke; Christian Schimpf; Harald Schoen
10.7910/dvn/gec2ls/uerd9k,5BA0342C,Lucas Leemann; Richard Traunmueller; Lukas F. Stoetzer
10.7910/dvn/1wzcea/wsyhsp,cbq_vote_AN_q9_s.R,Xiao Lu
10.7910/dvn/kps1ky/baov7t,varnames_mar17.txt,Alexander Wuttke; Christian Schimpf; Harald Schoen
10.7910/dvn/kps1ky/2rlvn3,collaborating.R,Alexander Wuttke; Christian Schimpf; Harald Schoen
10.7910/dvn/mb2uku/pnruvj,afd_voting_precinct_level.tab,Kai Jäger
10.7910/dvn/1wzcea/gvxxcd,cbq_leg_q7_s.R,Xiao Lu
10.7910/dvn/kps1ky/mdlphd,python.Rmd,Alexander Wuttke; Christian Schimpf; Harald Schoen
10.7910/dvn/nhsjmj/cklejm,replication_backlash_figure_7A.R,Richard Traunmueller
10.7910/dvn/7qne9o/tqvpaj,posscaling_LSQ_codebook.pdf,Will Lowe; Kenneth Benoit; Slava Mikhaylov; Michael Laver
10.7910/dvn/pgfoxw,Replication Data for: Why Underachievers Dominate Secret Police Organizations: Evidence from Autocratic Argentina,Adam Scharpf; Christian Gläßel
10.7910/dvn/1wzcea/u4mfgw,empiricalDistribution_plot.R,Xiao Lu
10.7910/dvn/kps1ky/dhylga,ci.Rmd,Alexander Wuttke; Christian Schimpf; Harald Schoen
10.7910/dvn/mb2uku/jz5o1g,warning_signs.tab,Kai Jäger
10.7910/dvn/mltzie/ib7dvo,figure 1.do,Orit Kedar; Liran Harsgor; Or Tuttnauer
10.7910/dvn/jbogc9/7x8u88,3_1_panel_matching.do,Andreas Gerster; Manuel Frondel; Colin Vance
10.7910/dvn/ldumny/shg3an,plos_latex_template_header.tex,Paul Cornelius Bauer; Florian Keusch; Frauke Kreuter
10.7910/dvn/mltzie/hlkzzj,figure 4.do,Orit Kedar; Liran Harsgor; Or Tuttnauer
10.7910/dvn/kps1ky/smwy1n,00Index.html,Alexander Wuttke; Christian Schimpf; Harald Schoen
10.7910/dvn/gec2ls/qojsvt,Tab_A7_c.tex,Lucas Leemann; Richard Traunmueller; Lukas F. Stoetzer
10.7910/dvn/jloq6v/4tlpwv,02_Appendix.do,Matthias Mader; Maria Pesthy; Harald Schoen
10.7910/dvn/kps1ky/2dbbfc,R_Script_Dataset_Conversion_to_STATA.R,Alexander Wuttke; Christian Schimpf; Harald Schoen
10.7910/dvn/kps1ky/penrwp,APSR_Analysis_RScript.R,Alexander Wuttke; Christian Schimpf; Harald Schoen
10.7910/dvn/1wzcea/uhrlip,cbq_q4.RData,Xiao Lu
10.7910/dvn/1wzcea/vqo7db,cbq_vote_q9.RData,Xiao Lu
10.7910/dvn/1wzcea/9cdkh1,cbq_vote_AN_q3_s.R,Xiao Lu
10.7910/dvn/csx1vl/wjsa51,Table_1.tex,Thomas König; Guido Ropers; Anika Buchmann
10.7910/dvn/1wzcea/yc8oiu,cbq_q9.RData,Xiao Lu
10.7910/dvn/kps1ky/0ztqsu,GfK-BES2017-technical-report.pdf,Alexander Wuttke; Christian Schimpf; Harald Schoen
10.7910/dvn/nhsjmj/hqutvb,figure_S3.pdf,Richard Traunmueller
10.7910/dvn/bte2bk,Replication Data for: Risk Aversion and the Gender Gap in the Vote for Populist Radical Right Parties,Odelia Oshri; Liran Harsgor; Reut Itzkovitch‐Malka; Or Tuttnauer
10.7910/dvn/1wzcea/cxu1zd,cbq_q2.RData,Xiao Lu
10.7910/dvn/mltzie/9unbse,figure 2.do,Orit Kedar; Liran Harsgor; Or Tuttnauer
10.7910/dvn/1wzcea/93r4as,master_sim.R,Xiao Lu
10.7910/dvn/nvkq5v/rg8igc,00_Main_reproduction_file.do,Matthias Mader
10.7910/dvn/gec2ls/v3pgay,1C8149CF,Lucas Leemann; Richard Traunmueller; Lukas F. Stoetzer
10.7910/dvn/kps1ky/mx8l5j,faq.Rmd,Alexander Wuttke; Christian Schimpf; Harald Schoen
10.7910/dvn/cy7ywe/oqtz2i,Simulation.R,Sebastian Juhl
10.7910/dvn/1wzcea/e9vui9,figure5.pdf,Xiao Lu
10.7910/dvn/fjxh5g,"Replication Data for ""How valid are trust survey measures? New insights from open-ended probing data and supervised machine learning""",Camille Landesvatter; Paul Cornelius Bauer
10.7910/dvn/nvkq5v/ffrji7,08_Figure_A3_1.do,Matthias Mader
10.7910/dvn/nhsjmj/1phjmy,figure_8D.pdf,Richard Traunmueller
10.7910/dvn/kps1ky/ovat8x,silva_recoded.tab,Alexander Wuttke; Christian Schimpf; Harald Schoen
10.7910/dvn/nhsjmj/0jamtb,table_S5_mediator_equation.csv,Richard Traunmueller
10.7910/dvn/gec2ls/1qn71i,Tab_A9_a.tex,Lucas Leemann; Richard Traunmueller; Lukas F. Stoetzer
10.7910/dvn/csx1vl/ycjwrh,FigureA1.pdf,Thomas König; Guido Ropers; Anika Buchmann
10.7910/dvn/jbogc9/vlrryw,2019_6_5_analyses_transaction_offerprice.log,Andreas Gerster; Manuel Frondel; Colin Vance
10.7910/dvn/gec2ls/xrpquj,patch-chunk-names,Lucas Leemann; Richard Traunmueller; Lukas F. Stoetzer
10.7910/dvn/1wzcea/nnvtta,cbq_vote_AN_q6_s.R,Xiao Lu
10.7910/dvn/1wzcea/gpvfgh,cbq_binary_q9.stan,Xiao Lu
10.7910/dvn/gec2ls/ops9ik,01_BalanceTests.R,Lucas Leemann; Richard Traunmueller; Lukas F. Stoetzer
10.7910/dvn/nvkq5v/porzxl,02_Figure1.do,Matthias Mader
10.7910/dvn/mltzie/wfxnw4,KHT_basicdata.tab,Orit Kedar; Liran Harsgor; Or Tuttnauer
10.7910/dvn/gec2ls/bqb3n5,00_DataCleaner_symmetric.R,Lucas Leemann; Richard Traunmueller; Lukas F. Stoetzer
10.7910/dvn/1wzcea/n8jmz8,cbq_leg_q8_s.R,Xiao Lu
10.7910/dvn/1wzcea/d4gest,figure2_1.pdf,Xiao Lu
10.7910/dvn/nhsjmj/34lbd4,ACDE_vote.csv,Richard Traunmueller
10.7910/dvn/1wzcea/tfavfl,cbq4.0_q6.stan,Xiao Lu
10.7910/dvn/1wzcea/niuv3p,cbq_ms_q8.R,Xiao Lu
10.7910/dvn/gec2ls/laari4,00_a_README.R,Lucas Leemann; Richard Traunmueller; Lukas F. Stoetzer
10.7910/dvn/ldumny/o0cm4m,data_raw.tab,Paul Cornelius Bauer; Florian Keusch; Frauke Kreuter
10.7910/dvn/csx1vl/xftztl,FigureA11b.pdf,Thomas König; Guido Ropers; Anika Buchmann
10.7910/dvn/kps1ky/6nwiak,recode_sum_indicators_cses.do,Alexander Wuttke; Christian Schimpf; Harald Schoen
10.7910/dvn/gec2ls/5jdka6,D1D547E0,Lucas Leemann; Richard Traunmueller; Lukas F. Stoetzer
10.7910/dvn/gec2ls/lgk1vt,Fig_A3.pdf,Lucas Leemann; Richard Traunmueller; Lukas F. Stoetzer
10.7910/dvn/7qne9o/ahskgj,CMP_makeSEandLogitSEdata.R,Will Lowe; Kenneth Benoit; Slava Mikhaylov; Michael Laver
10.7910/dvn/nhsjmj/h5dejr,ACME_main_results_res_footnote_9.csv,Richard Traunmueller
10.7910/dvn/kps1ky/gk4yis,silva_recode_manual_goertzian.do,Alexander Wuttke; Christian Schimpf; Harald Schoen
10.7910/dvn/nhsjmj/l79vmu,ACDE_office.csv,Richard Traunmueller
10.7910/dvn/1wzcea/1o6kjo,vote_dat_sim.tab,Xiao Lu
10.7910/dvn/azfhyn/tki34t,Censorship.tab,Christian Gläßel; Katrin Paula
10.7910/dvn/kps1ky/ii0lgu,gles_touched.tab,Alexander Wuttke; Christian Schimpf; Harald Schoen
10.7910/dvn/nhsjmj/jnt7wp,ACDE_christian_natives.csv,Richard Traunmueller
10.7910/dvn/lzhtbe/gqojnb,Replication_tables.do,Adam Scharpf; Christian Gläßel; Belén González
10.7910/dvn/mltzie/zj5u6r,KHT_districtlevel.tab,Orit Kedar; Liran Harsgor; Or Tuttnauer
10.7910/dvn/gec2ls/l2ed3y,Tab_A6_a.tex,Lucas Leemann; Richard Traunmueller; Lukas F. Stoetzer
10.7910/dvn/nhsjmj/7vyere,replication_backlash_figure_2.R,Richard Traunmueller
10.7910/dvn/cy7ywe/u6rx2k,WW2015_Output.Rdata,Sebastian Juhl
10.7910/dvn/kps1ky/yqcs5v,Liss_recoding.do,Alexander Wuttke; Christian Schimpf; Harald Schoen
10.7910/dvn/1wzcea/3s1rpz,master_eu.R,Xiao Lu
10.7910/dvn/najikb/x6miat,Juhl_Replication_Materials.zip,Sebastian Juhl
10.7910/dvn/kps1ky/ndg26w,renv.html,Alexander Wuttke; Christian Schimpf; Harald Schoen
10.7910/dvn/kps1ky/6taxzd,Questionnaire_FES2017.pdf,Alexander Wuttke; Christian Schimpf; Harald Schoen
10.7910/dvn/nhsjmj/jlwezx,ACDE_welfare.csv,Richard Traunmueller
10.7910/dvn/nhsjmj/xc9uql,replication_backlash_data.tab,Richard Traunmueller
10.7910/dvn/1wzcea/vbqc1u,counterfactual.tab,Xiao Lu
10.7910/dvn/22bgvu/dza9v8,readme.txt,Thomas Bräuninger; Marc Debus; Jochen Müller; Christian Stecker
10.7910/dvn/1wzcea/mrizp5,cbq4.0_q7.stan,Xiao Lu
10.7910/dvn/a48jp7/eu14km,dataS.tab,Emmy Lindstam; Matthias Mader; Harald Schoen
10.7910/dvn/nhsjmj/sshi5t,figure_4B.pdf,Richard Traunmueller
10.7910/dvn/1wzcea/jpgcf9,cbq_binary_q7.stan,Xiao Lu
10.7910/dvn/a48jp7/xlcrpt,Replication.R,Emmy Lindstam; Matthias Mader; Harald Schoen
10.7910/dvn/kps1ky/5o27mh,Rd.rds,Alexander Wuttke; Christian Schimpf; Harald Schoen
10.7910/dvn/gapiqo/e1kajt,JuhlHilpertSupplRep.log,Sebastian Juhl; David Hilpert
10.7910/dvn/nhsjmj/wirwv5,replication_backlash_check_symmetry.R,Richard Traunmueller
10.7910/dvn/jtksrw/sqdrxj,replication.zip,Alexandra Avdeenko; Markus Frölich
10.7910/dvn/kps1ky/p5af0z,ShinyApp_Figure_Shiny1_Brazil_Relationship_Akkerm_Scale_SingleDimensions.png,Alexander Wuttke; Christian Schimpf; Harald Schoen
10.7910/dvn/kps1ky/sjckvr,silva_recode_bollen.do,Alexander Wuttke; Christian Schimpf; Harald Schoen
10.7910/dvn/nhsjmj/4e5fte,ACDE_main_results.csv,Richard Traunmueller
10.7910/dvn/1wzcea/9ahizf,replicate_Rasmussen_o.R,Xiao Lu
10.7910/dvn/kps1ky/m5z9jp,ZA6802_fb (5).pdf,Alexander Wuttke; Christian Schimpf; Harald Schoen
10.7910/dvn/gec2ls/uvhikf,Tab_2_a.tex,Lucas Leemann; Richard Traunmueller; Lukas F. Stoetzer
10.7910/dvn/gec2ls/jnjvh6,00_DataCleaner_nachtrag_sym.R,Lucas Leemann; Richard Traunmueller; Lukas F. Stoetzer
10.7910/dvn/lxmyv6/pvvbzu,bf2017.tab,Kurt Schmidheiny; Siegloch Sebastian
10.7910/dvn/nhsjmj/fl5xao,correlations_p_26.csv,Richard Traunmueller
10.7910/dvn/mltzie/quvch5,robustness.do,Orit Kedar; Liran Harsgor; Or Tuttnauer
10.7910/dvn/gec2ls/z1jtfg,01_Time_Analysis.R,Lucas Leemann; Richard Traunmueller; Lukas F. Stoetzer
10.7910/dvn/kps1ky/h8kigv,renv.rdx,Alexander Wuttke; Christian Schimpf; Harald Schoen
10.7910/dvn/kps1ky/fn2hjv,codeboek_mj16a_NL_1.0.pdf,Alexander Wuttke; Christian Schimpf; Harald Schoen
10.7910/dvn/csx1vl/lh9gbk,FigureA15.pdf,Thomas König; Guido Ropers; Anika Buchmann
10.7910/dvn/kps1ky/yjyqkz,settings.dcf,Alexander Wuttke; Christian Schimpf; Harald Schoen
10.7910/dvn/cy7ywe/r1oxsh,LICENSE,Sebastian Juhl
10.7910/dvn/pls50o/bwfvo7,sim_new_cfk_ib.do,Shaun Bowler; Thomas Gschwend; Indridi Indridason
10.7910/dvn/kps1ky/eiiube,renv.rdx,Alexander Wuttke; Christian Schimpf; Harald Schoen
10.7910/dvn/nhsjmj/lpkypv,replication_backlash_main_ACME.R,Richard Traunmueller
10.7910/dvn/nhsjmj/ulkk5w,replication_backlash_ACDE_radical_muslims.R,Richard Traunmueller
10.7910/dvn/1wzcea/qgjvfa,figure4.pdf,Xiao Lu
10.7910/dvn/kps1ky/xpaxey,mj16a_EN_1.0p.tab,Alexander Wuttke; Christian Schimpf; Harald Schoen
10.7910/dvn/kps1ky/jjc28x,Documentation_FES2017_v2.pdf,Alexander Wuttke; Christian Schimpf; Harald Schoen
10.7910/dvn/1wzcea/arhpsc,cbq4.0_q8.stan,Xiao Lu
10.7910/dvn/nhsjmj/azfxrx,replication_backlash_devout_muslims.R,Richard Traunmueller
10.7910/dvn/csx1vl/xxnl0e,FigureA12b.pdf,Thomas König; Guido Ropers; Anika Buchmann
10.7910/dvn/lzhtbe/ppoqpq,Replication_figure2.do,Adam Scharpf; Christian Gläßel; Belén González
10.7910/dvn/mb2uku/95adkt,analysis_afd_voting_precinct_level_ri.R,Kai Jäger
10.7910/dvn/1wzcea/reizqg,substantive_interpretation_AN.R,Xiao Lu
10.7910/dvn/1wzcea/a4wrl6,cbq_binary_q5.stan,Xiao Lu
10.7910/dvn/kps1ky/ogev5v,scripts-git-askpass.sh,Alexander Wuttke; Christian Schimpf; Harald Schoen
10.7910/dvn/1wzcea/j0cxpv,cbq_binary_q4.RData,Xiao Lu
10.7910/dvn/pls50o/cqxpsu,sim_new_csk_ib.do,Shaun Bowler; Thomas Gschwend; Indridi Indridason
10.7910/dvn/nhsjmj/ptuwbh,ACME_welfare.csv,Richard Traunmueller
10.7910/dvn/cy7ywe/hlgdmb,SI_FigC.2.1.pdf,Sebastian Juhl
10.7910/dvn/mb2uku/ytfekd,analysis_warning_signs.do,Kai Jäger
10.7910/dvn/dzryb0,"Replication Data for: Negative campaign statements, coalition heterogeneity, and the support for government parties",Marc Debus; Or Tuttnauer
10.7910/dvn/gec2ls/zgciah,02_BeliefsMLE_noscrn.r,Lucas Leemann; Richard Traunmueller; Lukas F. Stoetzer
10.7910/dvn/1wzcea/i32qzj,cbq_vote_q1.RData,Xiao Lu
