DOI,Title,Creators
10.7910/dvn/pls50o/lnixul,ZA5859_en_v2-0-1.dta,Shaun Bowler; Thomas Gschwend; Indridi Indridason
10.7910/dvn/kps1ky/gaespw,r_sem.R,Alexander Wuttke; Christian Schimpf; Harald Schoen
10.7910/dvn/kps1ky/zs7gt6,silva_appendix_s10_trust.do,Alexander Wuttke; Christian Schimpf; Harald Schoen
10.7910/dvn/98anea,"Replication Data for: ""Teacher Performance Pay and Student Learning: Evidence from a Nationwide Program in Peru”. Economic Development and Cultural Change",María Cristina Lombardi; Cristina Bellés‐Obrero
10.7910/dvn/1wzcea/zf8h1i,README.txt,Xiao Lu
10.7910/dvn/7qne9o/j6eceq,MPDS2012b_makeSEandLogitSEdata.R,Will Lowe; Kenneth Benoit; Slava Mikhaylov; Michael Laver
10.7910/dvn/kps1ky/9li7n2,collaborating.html,Alexander Wuttke; Christian Schimpf; Harald Schoen
10.7910/dvn/1wzcea/c8ywii,cbq4.0_q3.stan,Xiao Lu
10.7910/dvn/1wzcea/2rob57,cbq_q3.RData,Xiao Lu
10.7910/dvn/1wzcea/elrnmq,cbq_ms_q9.R,Xiao Lu
10.7910/dvn/nhsjmj/9mrd5c,replication_backlash_balance_check.R,Richard Traunmueller
10.7910/dvn/nhsjmj/j1gkmf,ACME_muslim_immigrants.csv,Richard Traunmueller
10.7910/dvn/ldumny/0niqw1,references.bib,Paul Cornelius Bauer; Florian Keusch; Frauke Kreuter
10.7910/dvn/pls50o/ceysjw,README.txt,Shaun Bowler; Thomas Gschwend; Indridi Indridason
10.7910/dvn/1wzcea/el4k9m,ms_vis.R,Xiao Lu
10.7910/dvn/kps1ky,Replication Data for: 'When the Whole is Greater Than the Sum of its Parts: On the Concept and Measurement of Populist Attitudes and Other Multi-dimensional Constructs',Alexander Wuttke; Christian Schimpf; Harald Schoen
10.7910/dvn/jbogc9/pfyyic,codebook_immo.log,Andreas Gerster; Manuel Frondel; Colin Vance
10.7910/dvn/mltzie/wk4o2m,KHT_elecresults_lowerbound.tab,Orit Kedar; Liran Harsgor; Or Tuttnauer
10.7910/dvn/cy7ywe/04gqf3,output,Sebastian Juhl
10.7910/dvn/1wzcea/hdomxg,cbq_leg_q8.R,Xiao Lu
10.7910/dvn/pls50o,"Replication material for ""Coalition Policy Perceptions""",Shaun Bowler; Thomas Gschwend; Indridi Indridason
10.7910/dvn/4lgsoy,"Replication Data for Immigration, Integration and Cooperation: Experimental Evidence from a Public Goods Game in Italy",Johanna Gereke
10.7910/dvn/mb2uku/uu0xtx,survey.tab,Kai Jäger
10.7910/dvn/pls50o/j6aobe,sim_new_cfk_i.do,Shaun Bowler; Thomas Gschwend; Indridi Indridason
10.7910/dvn/1wzcea/mljjhm,cbq_q6.RData,Xiao Lu
10.7910/dvn/1wzcea/dwtbik,cbq_leg_q2_s.R,Xiao Lu
10.7910/dvn/fflnyr,"Replication Data for: ""Advocates of Climate Action? The Age of Members of Parliament and their Activity in Legislative Debates on Climate Change""",Marc Debus; Noam Himmelrath
10.7910/dvn/cy7ywe/vzdrms,SI_TabB.1.txt,Sebastian Juhl
10.7910/dvn/gec2ls/oxn0sx,AAAA1EBD,Lucas Leemann; Richard Traunmueller; Lukas F. Stoetzer
10.7910/dvn/juvcnj/6wsqxz,Paasch-Stecker_Supplementary-Materials.pdf,Jana Paasch; Christian Stecker
10.7910/dvn/cy7ywe/vjrzft,SI_FigC.1.1.pdf,Sebastian Juhl
10.7910/dvn/kps1ky/mpmzf3,gles_recoding.do,Alexander Wuttke; Christian Schimpf; Harald Schoen
10.7910/dvn/prxhpm/3ucl6s,3_tables_FD-AB-MLSEM.do,Lars Leszczensky; Tobias Wolbring
10.7910/dvn/khut6x,Replication Data for: Environmental Pollution and Authoritarian Politics,Carlo M. Horz; Moritz Marbach; Christoph Steinert
10.7910/dvn/kps1ky/ewqabi,local-sources.Rmd,Alexander Wuttke; Christian Schimpf; Harald Schoen
10.7910/dvn/1wzcea/ofxt5a,cbq_binary_q1.stan,Xiao Lu
10.7910/dvn/gec2ls/nt8xot,Prior_Elicitation_1803_symmetric.tab,Lucas Leemann; Richard Traunmueller; Lukas F. Stoetzer
10.7910/dvn/nhsjmj/teiwjz,p_footnote_6.csv,Richard Traunmueller
10.7910/dvn/nhsjmj/ok65te,READ ME.rtf,Richard Traunmueller
10.7910/dvn/nhsjmj/ff65cp,ACME_christian_natives.csv,Richard Traunmueller
10.7910/dvn/pls50o/3iti3v,sim_know_cfk_margin_banz.do,Shaun Bowler; Thomas Gschwend; Indridi Indridason
10.7910/dvn/gec2ls/lfvhxi,Tab_2_d.tex,Lucas Leemann; Richard Traunmueller; Lukas F. Stoetzer
10.7910/dvn/kps1ky/si28ro,vignette.rds,Alexander Wuttke; Christian Schimpf; Harald Schoen
10.7910/dvn/csx1vl/tprd2d,log_main.txt,Thomas König; Guido Ropers; Anika Buchmann
10.7910/dvn/nhsjmj/nmtxi3,replication_backlash_ACDE_radical_christians.R,Richard Traunmueller
10.7910/dvn/pgfoxw/gghpnt,Codebook_FigureSI25data.pdf,Adam Scharpf; Christian Gläßel
10.7910/dvn/22bgvu/zqqhac,expertsurvey.tab,Thomas Bräuninger; Marc Debus; Jochen Müller; Christian Stecker
10.7910/dvn/nhsjmj/sjtbel,sensitivity_comparison_R2.csv,Richard Traunmueller
10.7910/dvn/kps1ky/hngnwv,package.rds,Alexander Wuttke; Christian Schimpf; Harald Schoen
10.7910/dvn/1wzcea/qphrjt,cbq_function.R,Xiao Lu
10.7910/dvn/gec2ls/3xpqsz,Tab_A11.tex,Lucas Leemann; Richard Traunmueller; Lukas F. Stoetzer
10.7910/dvn/gec2ls/y7cpvm,589C5270,Lucas Leemann; Richard Traunmueller; Lukas F. Stoetzer
10.7910/dvn/azfhyn/kppu88,Codebook_Data_figure_2.pdf,Christian Gläßel; Katrin Paula
10.7910/dvn/1wzcea/ofoypo,prob_diff_GGG.tab,Xiao Lu
10.7910/dvn/cy7ywe/sssbwk,SI_FigC.4.1.pdf,Sebastian Juhl
10.7910/dvn/gec2ls/k1i7b0,02_BeliefsMLE_ind.r,Lucas Leemann; Richard Traunmueller; Lukas F. Stoetzer
10.7910/dvn/mb2uku/6ln7ga,analysis_survey_ri.R,Kai Jäger
10.7910/dvn/3kby7y,"Replication Data for: Maxwell, Helbling, Munzert &amp; Traunmueller: The importance of citizenship for deserving COVID-19 treatment.",Richard Traunmueller
10.7910/dvn/669z5l,Replication data for: Estimating Party Positions across Countries and Time - A Dynamic Latent Variable Model for Manifesto Data,Thomas König; Moritz Marbach; Moritz Osnabrügge
10.7910/dvn/azfhyn/jst5tp,readme.txt,Christian Gläßel; Katrin Paula
10.7910/dvn/gapiqo/pyo7h9,Juhl_Hilpert_Replication.zip,Sebastian Juhl; David Hilpert
10.7910/dvn/gec2ls/etacgy,Tab_A5.tex,Lucas Leemann; Richard Traunmueller; Lukas F. Stoetzer
10.7910/dvn/nhsjmj/wguoqy,ACME_secular_muslims.csv,Richard Traunmueller
10.7910/dvn/pls50o/htvaap,sweden.do,Shaun Bowler; Thomas Gschwend; Indridi Indridason
10.7910/dvn/1wzcea/t9lli3,master_coalition.R,Xiao Lu
10.7910/dvn/cy7ywe/fu35jl,README.txt,Sebastian Juhl
10.7910/dvn/mltzie/fyo4sg,KHT_elecresults_upperbound.tab,Orit Kedar; Liran Harsgor; Or Tuttnauer
10.7910/dvn/nhsjmj/vcc9pg,replication_backlash_sensitivity_analysis.R,Richard Traunmueller
10.7910/dvn/nhsjmj/vyucwz,figure_8A.pdf,Richard Traunmueller
10.7910/dvn/1wzcea/s4rcae,cbq_vote_AN_q7.R,Xiao Lu
10.7910/dvn/kps1ky/gnplt5,autnes_recoding.do,Alexander Wuttke; Christian Schimpf; Harald Schoen
10.7910/dvn/kps1ky/gdvlvt,recode_hawkins_higher_order.do,Alexander Wuttke; Christian Schimpf; Harald Schoen
10.7910/dvn/1wzcea/bgzst4,cbq_leg_q3_s.R,Xiao Lu
10.7910/dvn/5jj6oe,"Replication Data for: Monetary Policy, Markup Dispersion, and Aggregate TFP",Matthias Meier; Timo Reinelt
10.7910/dvn/nheqy4,Replication Data for: The Effects of Combating Corruption on Institutional Trust and Political Engagement: Evidence from Latin America,Mathias Poertner; Nan Zhang
10.7910/dvn/1wzcea/aetkgm,pred_vote_share_all_quantile.RData,Xiao Lu
10.7910/dvn/nhsjmj/13bapv,describe_sample_females.csv,Richard Traunmueller
10.7910/dvn/kps1ky/wczolm,recoding.do,Alexander Wuttke; Christian Schimpf; Harald Schoen
10.7910/dvn/csx1vl/dp6peh,Figure2a.pdf,Thomas König; Guido Ropers; Anika Buchmann
10.7910/dvn/1wzcea/fxrsyo,cbq_binary_q4.stan,Xiao Lu
10.7910/dvn/a48jp7,Replication Data for: Conceptions of National Identity and Ambivalence towards Immigration,Emmy Lindstam; Matthias Mader; Harald Schoen
10.7910/dvn/nhsjmj/rwmmsj,ACME_vote.csv,Richard Traunmueller
10.7910/dvn/gec2ls/6hwxtj,B03A2770,Lucas Leemann; Richard Traunmueller; Lukas F. Stoetzer
10.7910/dvn/1wzcea/qiqzai,cbq_vote_AN_q5.R,Xiao Lu
10.7910/dvn/mltzie/ysdiya,KHT_basiccode.do,Orit Kedar; Liran Harsgor; Or Tuttnauer
10.7910/dvn/1wzcea/8lwfgr,cbq_ms_q2.R,Xiao Lu
10.7910/dvn/1wzcea/twcu0f,cbq4.0_q5.stan,Xiao Lu
10.7910/dvn/nhsjmj/yfv7c9,replication_backlash_welfare.R,Richard Traunmueller
10.7910/dvn/nhsjmj/0berda,figure_4A.pdf,Richard Traunmueller
10.7910/dvn/0qxypf,"Reproduction files for ""Deliberative Qualities of Generic News Frames""",Eike Mark Rinke
10.7910/dvn/kps1ky/blczgy,bes_recoding.do,Alexander Wuttke; Christian Schimpf; Harald Schoen
10.7910/dvn/oppc8v,Impacts of linking savings group to formal financial service providers and strengthening their internal group insurance mechanism in Zambia,Markus Frölich; Linh Thuy Thi Nguyen
10.7910/dvn/nvkq5v/8tllle,05_Figure4.do,Matthias Mader
10.7910/dvn/nvkq5v/uhmnl7,DATA_Figure1.dta,Matthias Mader
10.7910/dvn/nsokzz,"Replication Data for: Populist Radical Parties, Pariahs, and Coalition Bargaining Delays",Marc Debus; Hanna Bäck; Michael Imre
10.7910/dvn/mycjsh,Replication Data for: 'Them' Without 'Us': Negative Identities and Affective Polarisation in Brazil,João Areal
10.7910/dvn/1wzcea/01ltsm,cbq_vote_q5.RData,Xiao Lu
10.7910/dvn/jbogc9/o5xnzd,2019_6_5_analyses_disclosure.log,Andreas Gerster; Manuel Frondel; Colin Vance
10.7910/dvn/mb2uku/dwfitc,Codebook.pdf,Kai Jäger
10.7910/dvn/ylbhax,Replication Data for: The Role of Topic Expertise for Interruption Behavior in Parliament - A Dyadic Approach,Julius Diener
10.7910/dvn/y5y6vd/5yv4xv,GAM.PNG,Alexander Wuttke; Gavras; Harald Schoen
10.7910/dvn/wmvc4u/bcx1zn,1_prepare_soep_data.do,Andreas Lichter; Max Löffler; Sebastian Siegloch
10.7910/dvn/wmvc4u/sva2xy,4_create_final_datasets.do,Andreas Lichter; Max Löffler; Sebastian Siegloch
10.7910/dvn/wmvc4u/9exuw0,Fig-C02.pdf,Andreas Lichter; Max Löffler; Sebastian Siegloch
10.7910/dvn/yy7xbx,Trial fairness before impact: Tracing the link between post-conflict trials and peace stability,Christoph Steinert
10.7910/dvn/y5y6vd/adgo0j,plotsFull_GAM_cohort_241.png,Alexander Wuttke; Gavras; Harald Schoen
10.7910/dvn/y5y6vd/lmkrbb,plotsFull_GAM_cohort_1_onlyInterviewed.png,Alexander Wuttke; Gavras; Harald Schoen
10.7910/dvn/wmvc4u/mvvmp7,County_Pairs.tab,Andreas Lichter; Max Löffler; Sebastian Siegloch
10.7910/dvn/wg8vck/sjgdli,lib.csv,Indridi Indridason; Charles Crabtree; Matt Golder; Thomas Gschwend
10.7910/dvn/wmvc4u/pduo8c,muniadmin.do,Andreas Lichter; Max Löffler; Sebastian Siegloch
10.7910/dvn/y5y6vd/zmq1rb,13_RegTables_Subsample.R,Alexander Wuttke; Gavras; Harald Schoen
10.7910/dvn/y5y6vd/2z5gau,plotsFull_CCREM_lifecycle_241_onlyInterviewed.png,Alexander Wuttke; Gavras; Harald Schoen
10.7910/dvn/y5y6vd/aocnbj,plotsFull_CCREM_cohort_97_onlyInterviewed.png,Alexander Wuttke; Gavras; Harald Schoen
10.7910/dvn/tmwjyl/vpbueq,data_stata.tab,Daniel Stegmueller
10.7910/dvn/wg8vck/nz8h16,figure5.do,Indridi Indridason; Charles Crabtree; Matt Golder; Thomas Gschwend
10.7910/dvn/wg8vck/qerd83,figure5.log,Indridi Indridason; Charles Crabtree; Matt Golder; Thomas Gschwend
10.7910/dvn/wmvc4u/ozbpgx,soep2repo_mean_unemployed_raw.tab,Andreas Lichter; Max Löffler; Sebastian Siegloch
10.7910/dvn/y5y6vd/b9gzhr,plotsFull_GAM_cohort_169_onlyInterviewed.png,Alexander Wuttke; Gavras; Harald Schoen
10.7910/dvn/wmvc4u/jfkbck,Fig-C12.pdf,Andreas Lichter; Max Löffler; Sebastian Siegloch
10.7910/dvn/y5y6vd/o97rfo,plotsFull_CCREM_lifecycle_97_onlyInterviewed.png,Alexander Wuttke; Gavras; Harald Schoen
10.7910/dvn/y5y6vd/ynkpdj,plotsFull_CCREM_lifecycle_49.png,Alexander Wuttke; Gavras; Harald Schoen
10.7910/dvn/wmvc4u/d2apht,soep2repo_overtime.tab,Andreas Lichter; Max Löffler; Sebastian Siegloch
10.7910/dvn/yg9cmf/eyajrg,Manifesto_01.do,Matthias Mader; Nils D. Steiner; Harald Schoen
10.7910/dvn/qnasjj/eqotzt,5 create DALP codes.do,Matthias Mader; Nils D. Steiner
10.7910/dvn/yhjucj/mdkkcj,9.clinical_articles_95pct_genderdesig.tab,Marc Lerchenmueller
10.7910/dvn/yhjucj/k3nupe,1.Positive_word_identification.do,Marc Lerchenmueller
10.7910/dvn/wg8vck/ylk5rq,fig6.pdf,Indridi Indridason; Charles Crabtree; Matt Golder; Thomas Gschwend
10.7910/dvn/yhjucj/gci6d7,12.Supplement.docx,Marc Lerchenmueller
10.7910/dvn/y5y6vd/eku3em,plotsFull_CCREM_cohort_217.png,Alexander Wuttke; Gavras; Harald Schoen
10.7910/dvn/yhjucj/hrk3qz,Overview_key_variables.pdf,Marc Lerchenmueller
10.7910/dvn/wmvc4u/r4rand,README.md,Andreas Lichter; Max Löffler; Sebastian Siegloch
10.7910/dvn/y5y6vd/6e6jia,ui.R,Alexander Wuttke; Gavras; Harald Schoen
10.7910/dvn/y5y6vd/rgqwlk,plotsFull_GAM_cohort_97_onlyInterviewed.png,Alexander Wuttke; Gavras; Harald Schoen
10.7910/dvn/tmwjyl/fdqunm,figure6_data.csv,Daniel Stegmueller
10.7910/dvn/wg8vck/45dzcg,lab.csv,Indridi Indridason; Charles Crabtree; Matt Golder; Thomas Gschwend
10.7910/dvn/y5y6vd/cfq8rv,plotsFull_CCREM_cohort_145.png,Alexander Wuttke; Gavras; Harald Schoen
10.7910/dvn/yg9cmf/cbqxu0,GLES_02_article.do,Matthias Mader; Nils D. Steiner; Harald Schoen
10.7910/dvn/vmslwf,Replication Data for: Political ambition and opposition legislative review: Bill scrutiny as an intra-party signalling device,Lion Behrens
10.7910/dvn/qnasjj/xc0j9w,3 create Manifesto codes.do,Matthias Mader; Nils D. Steiner
10.7910/dvn/y5y6vd/ofn8oh,plotsFull_GAM_cohort_97.png,Alexander Wuttke; Gavras; Harald Schoen
10.7910/dvn/vjqkpq,Replication data for: Understanding Wordscores,Will Lowe
10.7910/dvn/y5y6vd/ahkavg,plotsSub_CCREM_lifecycle_DemImportant.png,Alexander Wuttke; Gavras; Harald Schoen
10.7910/dvn/yy7xbx/0rky28,uniquetrials.tab,Christoph Steinert
10.7910/dvn/qnasjj/4izpvn,4 create party age variables.do,Matthias Mader; Nils D. Steiner
10.7910/dvn/wmvc4u/xdb4fx,soep2repo_trust_strangers_res_iv.tab,Andreas Lichter; Max Löffler; Sebastian Siegloch
10.7910/dvn/y5y6vd/ft9eel,plotsFull_CCREM_cohort_25_onlyInterviewed.png,Alexander Wuttke; Gavras; Harald Schoen
10.7910/dvn/y5y6vd/7nqcyd,plotsFull_GAM_cohort_169.png,Alexander Wuttke; Gavras; Harald Schoen
10.7910/dvn/wmvc4u/0evd2e,Fig-2.pdf,Andreas Lichter; Max Löffler; Sebastian Siegloch
10.7910/dvn/y5y6vd/pdbwoy,plotsSub_CCREM_lifecycle_Essentials_16.png,Alexander Wuttke; Gavras; Harald Schoen
10.7910/dvn/y5y6vd/ytv1so,02_APC_Analysis_GAM.R,Alexander Wuttke; Gavras; Harald Schoen
10.7910/dvn/wg8vck/yy3eoa,fig5a.pdf,Indridi Indridason; Charles Crabtree; Matt Golder; Thomas Gschwend
10.7910/dvn/t2fzk3,Replication Data for: Illiberal Communication and Election Intervention During the Refugee Crisis in Germany,Ashrakat Elshehawy; Konstantin Gavras; Nikolay Marinov; Federico Nanni; Harald Schoen
10.7910/dvn/y5y6vd/ejstd4,03_APC_Analysis_onlyInterviewed_GAM.R,Alexander Wuttke; Gavras; Harald Schoen
10.7910/dvn/w4xwvu,"Replication Data for: Die „Sonntagsfrage“, Soziale Erwünschtheit und die AfD: Wie alternative Messmethoden der Politikwissenschaft Weiterhelfen Können",Thomas Gschwend; Sebastian Juhl; Roni Lehrer
10.7910/dvn/yhjucj/hxb31e,7.clinical_articles_50pct_genderdesig.tab,Marc Lerchenmueller
10.7910/dvn/wmvc4u/hbhrtg,soep2repo_revenge_index_res_iv.tab,Andreas Lichter; Max Löffler; Sebastian Siegloch
10.7910/dvn/wmvc4u/pscelt,repo2soep_ags2012.do,Andreas Lichter; Max Löffler; Sebastian Siegloch
10.7910/dvn/y5y6vd/ez8d6o,plotsFull_CCREM_lifecycle_73_onlyInterviewed.png,Alexander Wuttke; Gavras; Harald Schoen
10.7910/dvn/ydk1zi,Replication Data for: Asymmetric Labor-Supply Responses to Wage Changes – Experimental Evidence from an Online Labor Market,Philipp Doerrenberg; Denvil Duncan; Max Löffler
10.7910/dvn/tmwjyl/vfwwkz,model.comparisons.do,Daniel Stegmueller
10.7910/dvn/y5y6vd/atdpxy,11_RegTables.R,Alexander Wuttke; Gavras; Harald Schoen
10.7910/dvn/wg8vck/cawmee,figure6.do,Indridi Indridason; Charles Crabtree; Matt Golder; Thomas Gschwend
10.7910/dvn/wg8vck/obklw3,figure3.log,Indridi Indridason; Charles Crabtree; Matt Golder; Thomas Gschwend
10.7910/dvn/yhjucj,Replication Data for: Gender Differences In How Scientists Present The Importance Of Their Research,Marc Lerchenmueller
10.7910/dvn/y5y6vd/ungijr,plotsFull_CCREM_cohort_49_onlyInterviewed.png,Alexander Wuttke; Gavras; Harald Schoen
10.7910/dvn/wmvc4u/id4fjn,Fig-C01.pdf,Andreas Lichter; Max Löffler; Sebastian Siegloch
10.7910/dvn/y5y6vd/jha2hm,17_RegTables_rHAPC_Subsample.R,Alexander Wuttke; Gavras; Harald Schoen
10.7910/dvn/wg8vck/2ajwsv,sentiment2.log,Indridi Indridason; Charles Crabtree; Matt Golder; Thomas Gschwend
10.7910/dvn/y5y6vd/ogzasf,plotsFull_CCREM_lifecycle_73.png,Alexander Wuttke; Gavras; Harald Schoen
10.7910/dvn/vxp23s,Replication Data for: Party campaign statements and portfolio allocation in coalition governments,Thomas Däubler; Marc Debus; Alejandro Ecker
10.7910/dvn/yhjucj/6z560r,11.pubmed_articles_90pct_genderdesig.csv,Marc Lerchenmueller
10.7910/dvn/yny90h,Replication Data for: Who Settles Disputes? Treaty Design and Trade Attitudes Toward the Transatlantic Trade and Investment Partnership (TTIP),Hyeonho Hahm; Thomas König; Moritz Osnabrügge; Elena Frech
10.7910/dvn/wg8vck/vicvas,figure1_appendix.do,Indridi Indridason; Charles Crabtree; Matt Golder; Thomas Gschwend
10.7910/dvn/wg8vck/ef3urm,sentiment.tab,Indridi Indridason; Charles Crabtree; Matt Golder; Thomas Gschwend
10.7910/dvn/v5aoxd/cieivc,README.txt,Denis Cohen
10.7910/dvn/spltli,Replication Data for: How a history of migration affects individuals' political attitudes,Noam Himmelrath; Marc Debus; Christian Stecker
10.7910/dvn/wmvc4u/q6xbz7,Migration.tab,Andreas Lichter; Max Löffler; Sebastian Siegloch
10.7910/dvn/tmwjyl/a6ocw1,data_spss.tab,Daniel Stegmueller
10.7910/dvn/y5y6vd/pfy51w,server.R,Alexander Wuttke; Gavras; Harald Schoen
10.7910/dvn/yhjucj/fhqvsp,2.Genderize_Rcode_unlimited_batch_query.R,Marc Lerchenmueller
10.7910/dvn/wmvc4u/89xiaz,soep2repo_mean_selfempl_raw.tab,Andreas Lichter; Max Löffler; Sebastian Siegloch
10.7910/dvn/wmvc4u/sdpjpe,Fig-C11.pdf,Andreas Lichter; Max Löffler; Sebastian Siegloch
10.7910/dvn/y5y6vd/u2jlaj,plotsFull_GAM_cohort_49_onlyInterviewed.png,Alexander Wuttke; Gavras; Harald Schoen
10.7910/dvn/y5y6vd/bddwr0,plotsSub_CCREM_cohort_Essentials_16.png,Alexander Wuttke; Gavras; Harald Schoen
10.7910/dvn/y5y6vd/h2w1p3,plotsFull_GAM_cohort_25_onlyInterviewed.png,Alexander Wuttke; Gavras; Harald Schoen
10.7910/dvn/wmvc4u/i1d31i,preout.do,Andreas Lichter; Max Löffler; Sebastian Siegloch
10.7910/dvn/y5y6vd/qeifnf,plotsFull_CCREM_cohort_73.png,Alexander Wuttke; Gavras; Harald Schoen
10.7910/dvn/wmvc4u/vbao6r,soep2repo_mean_selfempl_res_iv.tab,Andreas Lichter; Max Löffler; Sebastian Siegloch
10.7910/dvn/wg8vck/n3iryq,readme.txt,Indridi Indridason; Charles Crabtree; Matt Golder; Thomas Gschwend
10.7910/dvn/y5y6vd/xvmkol,plotsSub_GAM_cohort_Essentials_1_onlyInterviewed.png,Alexander Wuttke; Gavras; Harald Schoen
10.7910/dvn/wmvc4u/2jhdoi,soep2repo_trust_strangers_res_fe.tab,Andreas Lichter; Max Löffler; Sebastian Siegloch
10.7910/dvn/y5y6vd/qpsjzs,plotsFull_CCREM_lifecycle_121.png,Alexander Wuttke; Gavras; Harald Schoen
10.7910/dvn/wmvc4u/asqdtz,County_Data.tab,Andreas Lichter; Max Löffler; Sebastian Siegloch
10.7910/dvn/y5y6vd/hh7noo,html_list_CCREM_full.Rdata,Alexander Wuttke; Gavras; Harald Schoen
10.7910/dvn/wmvc4u/wybswo,soep2repo_int_voting_res_fe.tab,Andreas Lichter; Max Löffler; Sebastian Siegloch
10.7910/dvn/yy7xbx/4enpvk,Replicationdata.tab,Christoph Steinert
10.7910/dvn/wmvc4u/qri3tr,soep2repo_mean_unemployed_res_iv.tab,Andreas Lichter; Max Löffler; Sebastian Siegloch
10.7910/dvn/wmvc4u/d0lcde,Fig-C03.pdf,Andreas Lichter; Max Löffler; Sebastian Siegloch
10.7910/dvn/wmvc4u/vg7955,repo2soep_popgrowth.do,Andreas Lichter; Max Löffler; Sebastian Siegloch
10.7910/dvn/wmvc4u/1nvpy2,soep2repo_l_mean_labgro_raw.tab,Andreas Lichter; Max Löffler; Sebastian Siegloch
10.7910/dvn/yhjucj/cowzog,5.Clinical_research_ind_words.do,Marc Lerchenmueller
10.7910/dvn/rb9ch9/7sgcl3,replication.txt,David Fortunato; Thomas König; Sven‐Oliver Proksch
10.7910/dvn/wmvc4u/3tx24r,soep2repo_l_mean_labgro_res_iv.tab,Andreas Lichter; Max Löffler; Sebastian Siegloch
10.7910/dvn/wg8vck/8xljcg,fig2c.pdf,Indridi Indridason; Charles Crabtree; Matt Golder; Thomas Gschwend
10.7910/dvn/y5y6vd/wtuzbi,plotsFull_CCREM_cohort_145_onlyInterviewed.png,Alexander Wuttke; Gavras; Harald Schoen
10.7910/dvn/wmvc4u/29auoq,Fig-C07.pdf,Andreas Lichter; Max Löffler; Sebastian Siegloch
10.7910/dvn/wmvc4u/h9wjoe,5d_income_decomposition.do,Andreas Lichter; Max Löffler; Sebastian Siegloch
10.7910/dvn/y5y6vd/iq6x2a,plotsFull_CCREM_cohort_97.png,Alexander Wuttke; Gavras; Harald Schoen
10.7910/dvn/yg9cmf,Reproduction files for: The globalisation divide in the public mind: Belief systems on globalisation and their electoral consequences,Matthias Mader; Nils D. Steiner; Harald Schoen
10.7910/dvn/y5y6vd/tep2tn,plotsFull_CCREM_cohort_121_onlyInterviewed.png,Alexander Wuttke; Gavras; Harald Schoen
10.7910/dvn/vjqkpq/tjhqfz,manfreqs.csv,Will Lowe
10.7910/dvn/wmvc4u/lkrzqc,Fig-A2.pdf,Andreas Lichter; Max Löffler; Sebastian Siegloch
10.7910/dvn/wmvc4u/c2nabk,soep2repo_int_voting_raw.tab,Andreas Lichter; Max Löffler; Sebastian Siegloch
10.7910/dvn/y5y6vd/gqctxs,plotsFull_CCREM_lifecycle_241.png,Alexander Wuttke; Gavras; Harald Schoen
10.7910/dvn/yzpgsv,Replication For: (How) Do Information Campaigns Influence Migration Decisions?,Sandra Morgenstern
10.7910/dvn/y5y6vd/ttskaa,plotsFull_CCREM_lifecycle_169_onlyInterviewed.png,Alexander Wuttke; Gavras; Harald Schoen
10.7910/dvn/y5y6vd/l6uuzf,plotsFull_CCREM_cohort_49.png,Alexander Wuttke; Gavras; Harald Schoen
10.7910/dvn/tmwjyl/s2ogzz,figure7_data.csv,Daniel Stegmueller
10.7910/dvn/y5y6vd/uypx19,plotsSub_CCREM_lifecycle_DemImportant_onlyInterviewed.png,Alexander Wuttke; Gavras; Harald Schoen
10.7910/dvn/xee99u/efm3xo,02 Lin_Osnabruegge_RAP_dofile.do,Nick Lin; Moritz Osnabrügge
10.7910/dvn/wmvc4u/tetyct,Fig-3.pdf,Andreas Lichter; Max Löffler; Sebastian Siegloch
10.7910/dvn/y5y6vd/lgp1hx,plotsFull_CCREM_lifecycle_169.png,Alexander Wuttke; Gavras; Harald Schoen
10.7910/dvn/y5y6vd/d5qrm9,plotsSub_CCREM_lifecycle_Essentials_1.png,Alexander Wuttke; Gavras; Harald Schoen
10.7910/dvn/tmwjyl/esz4p2,plot_figure7.R,Daniel Stegmueller
10.7910/dvn/wmvc4u/1vezzy,data_setup.do,Andreas Lichter; Max Löffler; Sebastian Siegloch
10.7910/dvn/wmvc4u/5gqwax,soep2repo_revenge_index_raw.tab,Andreas Lichter; Max Löffler; Sebastian Siegloch
10.7910/dvn/y5y6vd/ywshpp,plotsFull_GAM_cohort_241_onlyInterviewed.png,Alexander Wuttke; Gavras; Harald Schoen
10.7910/dvn/y5y6vd/0xbaui,plotsFull_CCREM_lifecycle_193.png,Alexander Wuttke; Gavras; Harald Schoen
10.7910/dvn/y5y6vd/a5x8db,plotsFull_GAM_cohort_73_onlyInterviewed.png,Alexander Wuttke; Gavras; Harald Schoen
10.7910/dvn/y5y6vd/aawkgf,plotsFull_GAM_cohort_193.png,Alexander Wuttke; Gavras; Harald Schoen
10.7910/dvn/wmvc4u/iuo8mx,Fig-C10.pdf,Andreas Lichter; Max Löffler; Sebastian Siegloch
10.7910/dvn/y5y6vd/2eoxgn,plotsFull_CCREM_lifecycle_193_onlyInterviewed.png,Alexander Wuttke; Gavras; Harald Schoen
10.7910/dvn/y5y6vd/34msvj,05_APC_Analysis_onlyInterviewed_HAPC.R,Alexander Wuttke; Gavras; Harald Schoen
10.7910/dvn/rb9ch9,Government Agenda-Setting and Bicameral Conflict Resolution,David Fortunato; Thomas König; Sven‐Oliver Proksch
10.7910/dvn/qwpdqj/3e5zdj,replication.zip,Will Lowe; Kenneth Benoit
